account,age,job,marital,education,balance,cc
2837,31,blue-collar,single,primary,2488,no
2838,39,technician,divorced,tertiary,3,no
2839,35,management,married,secondary,839,no
2840,32,blue-collar,married,primary,103,no
2841,44,technician,divorced,secondary,316,no
2842,41,technician,single,secondary,1680,no
2843,59,retired,divorced,primary,7179,no
2844,39,services,married,secondary,247,no
2845,54,management,married,tertiary,8295,no
2846,27,services,single,secondary,261,no
2847,51,self-employed,married,secondary,95,no
2848,33,technician,single,secondary,291,no
2849,38,blue-collar,married,primary,2240,no
2850,52,entrepreneur,married,tertiary,0,no
2851,54,management,divorced,tertiary,1295,no
2852,33,blue-collar,married,primary,324,no
2853,50,technician,married,secondary,669,no
2854,39,blue-collar,single,secondary,4143,no
2855,34,management,single,tertiary,2646,no
2856,41,technician,single,secondary,618,no
2857,48,management,divorced,tertiary,541,no
2858,38,services,married,secondary,434,no
2859,34,blue-collar,married,secondary,622,no
2860,32,blue-collar,married,secondary,0,no
2861,48,management,married,secondary,99,no
2862,28,services,single,secondary,290,no
2863,47,blue-collar,married,secondary,1230,no
2864,32,admin.,single,secondary,45,no
2865,32,admin.,married,secondary,923,no
2866,38,management,married,tertiary,950,no
2867,86,retired,married,secondary,1503,no
2868,47,technician,married,secondary,65,no
2869,42,management,married,primary,679,no
2870,44,management,married,tertiary,773,no
2871,25,student,single,unknown,10788,no
2872,34,services,divorced,secondary,991,no
2873,34,admin.,married,secondary,247,no
2874,53,blue-collar,married,primary,4143,no
2875,42,blue-collar,married,unknown,406,no
2876,30,blue-collar,single,secondary,180,no
2877,26,blue-collar,single,primary,887,no
2878,40,services,married,secondary,4157,no
2879,34,technician,single,secondary,1386,no
2880,34,services,married,secondary,2211,no
2881,40,management,married,tertiary,495,no
2882,36,management,married,tertiary,27359,no
2883,34,technician,single,secondary,440,no
2884,32,blue-collar,single,secondary,135,no
2885,39,technician,married,secondary,735,no
2886,36,technician,married,tertiary,60,no
2887,39,technician,divorced,secondary,902,no
2888,33,management,married,unknown,18347,no
2889,34,blue-collar,single,secondary,72,no
2890,42,management,married,tertiary,1205,no
2891,46,technician,married,secondary,499,no
2892,32,management,single,tertiary,656,no
2893,27,services,married,secondary,100,no
2894,35,technician,divorced,secondary,69,no
2895,53,technician,married,unknown,619,no
2896,29,services,single,secondary,192,no
2897,35,management,single,tertiary,0,no
2898,49,management,married,tertiary,87,no
2899,58,management,married,tertiary,3228,no
2900,40,management,single,tertiary,1361,no
2901,19,student,single,unknown,0,no
2902,30,student,single,tertiary,34,no
2903,34,technician,single,secondary,318,no
2904,60,retired,married,secondary,197,no
2905,28,student,single,tertiary,0,no
2906,46,management,married,tertiary,273,no
2907,49,blue-collar,divorced,primary,15,no
2908,59,management,divorced,tertiary,7813,no
2909,44,technician,single,secondary,27,no
2910,33,technician,married,tertiary,75,no
2911,54,retired,married,secondary,1139,no
2912,26,blue-collar,married,secondary,115,no
2913,54,blue-collar,married,secondary,0,no
2914,48,housemaid,married,primary,7195,no
2915,30,services,single,tertiary,477,no
2916,29,management,single,tertiary,1026,no
2917,51,entrepreneur,married,tertiary,3921,no
2918,53,unemployed,married,primary,980,no
2919,43,blue-collar,married,secondary,179,no
2920,34,admin.,married,tertiary,2552,no
2921,40,entrepreneur,married,tertiary,1729,no
2922,43,technician,married,secondary,434,no
2923,33,admin.,single,secondary,300,no
2924,66,retired,married,secondary,4785,no
2925,44,technician,divorced,secondary,329,no
2926,33,services,married,secondary,0,no
2927,31,technician,single,secondary,391,no
2928,71,retired,married,primary,4657,no
2929,22,student,single,primary,3472,no
2930,46,unemployed,single,tertiary,705,no
2931,32,services,married,secondary,255,no
2932,45,blue-collar,married,secondary,4365,no
2933,32,management,married,secondary,350,no
2934,49,blue-collar,married,primary,474,no
2935,27,technician,single,secondary,489,no
2936,46,entrepreneur,married,secondary,757,no
2937,37,management,single,tertiary,695,no
2938,30,unemployed,single,secondary,770,no
2939,44,self-employed,divorced,secondary,80,no
2940,45,technician,married,secondary,315,no
2941,27,student,single,secondary,213,no
2942,57,housemaid,married,primary,0,no
2943,66,management,married,tertiary,2169,no
2944,40,admin.,divorced,secondary,212,no
2945,48,blue-collar,married,secondary,333,no
2946,33,blue-collar,single,secondary,4404,no
2947,42,services,divorced,secondary,257,no
2948,47,unemployed,married,secondary,3188,no
2949,27,technician,single,tertiary,3083,no
2950,78,retired,married,tertiary,226,no
2951,50,services,married,primary,1260,no
2952,46,entrepreneur,single,tertiary,1410,no
2953,41,admin.,divorced,secondary,6046,no
2954,36,admin.,single,tertiary,980,no
2955,49,retired,married,primary,37,no
2956,46,management,divorced,tertiary,154,no
2957,77,retired,married,primary,680,no
2958,30,technician,single,tertiary,799,no
2959,43,management,single,secondary,1164,no
2960,44,blue-collar,married,secondary,2523,no
2961,40,blue-collar,married,primary,98,no
2962,38,blue-collar,married,primary,3419,no
2963,25,unemployed,single,tertiary,343,no
2964,49,management,married,tertiary,852,no
2965,33,blue-collar,married,primary,50,no
2966,40,management,single,tertiary,0,no
2967,44,blue-collar,married,primary,10,no
2968,32,blue-collar,married,secondary,950,no
2969,52,management,married,tertiary,0,no
2970,35,management,married,tertiary,175,no
2971,35,technician,married,secondary,259,no
2972,32,management,married,secondary,6217,no
2973,42,technician,married,secondary,1310,no
2974,59,blue-collar,married,unknown,139,no
2975,44,technician,single,secondary,7138,no
2976,50,admin.,divorced,secondary,1111,no
2977,27,blue-collar,single,secondary,113,no
2978,55,management,divorced,tertiary,612,no
2979,54,blue-collar,married,unknown,310,no
2980,31,unemployed,single,secondary,186,no
2981,56,admin.,married,unknown,2038,no
2982,51,self-employed,married,tertiary,833,no
2983,61,blue-collar,married,primary,625,no
2984,34,technician,single,secondary,105,no
2985,56,blue-collar,married,primary,551,no
2986,29,student,single,unknown,145,no
2987,34,management,single,tertiary,618,no
2988,35,services,single,secondary,1063,no
2989,56,admin.,divorced,secondary,985,no
2990,45,blue-collar,married,secondary,2926,no
2991,31,admin.,single,secondary,449,no
2992,37,entrepreneur,divorced,tertiary,66,no
2993,43,admin.,married,secondary,0,no
2994,40,management,married,unknown,419,no
2995,44,management,married,primary,4758,no
2996,38,admin.,single,secondary,23,no
2997,58,management,divorced,tertiary,1573,no
2998,24,blue-collar,single,secondary,77,no
2999,53,services,married,secondary,1378,no
3000,36,blue-collar,married,secondary,73,no
3001,28,blue-collar,married,primary,60,no
3002,45,blue-collar,married,primary,137,no
3003,32,admin.,single,tertiary,1583,no
3004,46,admin.,married,secondary,121,no
3005,28,blue-collar,single,secondary,1065,no
3006,51,unemployed,married,secondary,13,no
3007,51,blue-collar,married,primary,1869,no
3008,30,technician,single,secondary,4787,no
3009,39,technician,married,secondary,183,no
3010,28,blue-collar,married,primary,702,no
3011,31,management,single,tertiary,1494,no
3012,31,blue-collar,married,primary,0,no
3013,38,management,married,tertiary,46,no
3014,31,blue-collar,single,secondary,609,no
3015,74,retired,divorced,secondary,4079,no
3016,40,management,single,tertiary,0,no
3017,43,technician,married,secondary,7876,no
3018,34,technician,single,tertiary,925,no
3019,54,management,divorced,tertiary,7010,no
3020,51,blue-collar,married,primary,42,no
3021,33,blue-collar,married,secondary,285,no
3022,41,technician,married,tertiary,0,no
3023,33,management,single,tertiary,3170,no
3024,48,admin.,married,secondary,8,no
3025,42,self-employed,divorced,tertiary,216,no
3026,35,management,single,tertiary,2975,no
3027,25,admin.,married,secondary,894,no
3028,38,blue-collar,single,primary,490,no
3029,45,entrepreneur,married,secondary,245,no
3030,59,management,divorced,tertiary,0,no
3031,47,management,married,unknown,150,no
3032,33,management,married,tertiary,4,no
3033,59,management,married,primary,1727,no
3034,41,blue-collar,divorced,primary,664,no
3035,42,technician,married,secondary,473,no
3036,51,technician,divorced,tertiary,0,no
3037,45,management,married,tertiary,192,no
3038,30,management,married,tertiary,1942,no
3039,33,blue-collar,single,secondary,5137,no
3040,43,management,married,tertiary,13044,no
3041,37,blue-collar,married,secondary,1053,no
3042,73,retired,married,primary,154,no
3043,43,blue-collar,married,secondary,625,no
3044,52,unemployed,married,primary,255,no
3045,44,management,married,tertiary,529,no
3046,56,management,married,tertiary,318,no
3047,21,services,single,secondary,1903,no
3048,43,unknown,married,tertiary,1937,no
3049,54,management,married,primary,3859,no
3050,59,technician,married,primary,4198,no
3051,52,blue-collar,married,primary,230,no
3052,31,admin.,single,secondary,747,no
3053,53,admin.,married,secondary,263,no
3054,24,technician,single,secondary,46,no
3055,57,retired,married,secondary,0,no
3056,48,technician,married,secondary,568,no
3057,57,technician,married,secondary,1469,no
3058,51,technician,married,secondary,18,no
3059,50,management,divorced,tertiary,201,no
3060,34,blue-collar,married,secondary,1412,no
3061,43,blue-collar,married,primary,93,no
3062,31,services,married,secondary,331,no
3063,29,blue-collar,married,unknown,486,no
3064,39,blue-collar,married,primary,694,no
3065,36,management,single,tertiary,2806,no
3066,38,unemployed,single,tertiary,0,no
3067,56,management,divorced,tertiary,2959,no
3068,41,housemaid,divorced,primary,22,no
3069,47,technician,married,secondary,1167,no
3070,38,management,single,tertiary,35,no
3071,80,retired,married,secondary,8304,no
3072,37,services,married,secondary,4760,no
3073,44,management,single,tertiary,1313,no
3074,33,blue-collar,single,secondary,697,no
3075,53,technician,married,secondary,230,no
3076,69,retired,married,tertiary,473,no
3077,46,technician,married,secondary,1427,no
3078,30,management,single,tertiary,201,no
3079,31,self-employed,single,secondary,1086,no
3080,38,management,divorced,tertiary,4335,no
3081,34,services,divorced,secondary,44,no
3082,48,unknown,married,unknown,286,no
3083,46,blue-collar,divorced,primary,216,no
3084,42,admin.,married,secondary,214,no
3085,41,blue-collar,married,secondary,343,no
3086,33,blue-collar,married,secondary,77,no
3087,39,blue-collar,married,primary,1046,no
3088,27,student,single,secondary,1566,no
3089,26,management,single,tertiary,592,no
3090,38,management,single,tertiary,104,no
3091,48,blue-collar,married,secondary,0,no
3092,54,services,married,secondary,22,no
3093,51,services,married,secondary,0,no
3094,47,technician,married,secondary,72,no
3095,53,technician,married,secondary,100,no
3096,35,blue-collar,married,primary,319,no
3097,58,management,married,tertiary,9339,no
3098,52,management,divorced,tertiary,50,no
3099,57,retired,married,secondary,32,no
3100,52,management,married,tertiary,6922,no
3101,35,management,single,tertiary,633,no
3102,48,technician,married,secondary,4265,no
3103,46,entrepreneur,married,tertiary,2262,no
3104,39,services,married,secondary,1970,no
3105,38,self-employed,divorced,tertiary,1513,no
3106,34,entrepreneur,married,secondary,4659,no
3107,47,entrepreneur,married,primary,668,no
3108,35,management,divorced,tertiary,649,no
3109,46,blue-collar,divorced,primary,452,no
3110,27,admin.,single,secondary,145,no
3111,31,blue-collar,married,secondary,498,no
3112,31,management,single,tertiary,0,no
3113,46,admin.,married,secondary,22,no
3114,31,admin.,married,secondary,2304,no
3115,33,management,married,tertiary,1412,no
3116,42,housemaid,married,primary,145,no
3117,33,management,single,primary,4897,no
3118,40,housemaid,married,primary,1832,no
3119,51,blue-collar,married,primary,3726,no
3120,31,unemployed,married,tertiary,591,no
3121,62,retired,divorced,tertiary,0,no
3122,24,student,single,secondary,508,no
3123,48,unemployed,married,secondary,817,no
3124,41,technician,divorced,secondary,348,no
3125,43,management,married,tertiary,291,no
3126,52,technician,married,secondary,3554,no
3127,54,blue-collar,married,primary,781,no
3128,32,technician,divorced,tertiary,267,no
3129,38,blue-collar,married,primary,1327,no
3130,41,admin.,married,primary,306,no
3131,31,blue-collar,single,primary,864,no
3132,35,housemaid,married,tertiary,1265,no
3133,26,admin.,married,secondary,0,no
3134,52,technician,married,tertiary,214,no
3135,58,retired,married,secondary,425,no
3136,57,housemaid,married,tertiary,3,no
3137,34,management,married,tertiary,0,no
3138,59,blue-collar,married,primary,0,no
3139,27,technician,single,secondary,282,no
3140,42,entrepreneur,married,tertiary,0,no
3141,47,housemaid,single,tertiary,3727,no
3142,33,blue-collar,married,secondary,0,no
3143,31,services,single,secondary,864,no
3144,37,management,married,tertiary,4089,no
3145,29,blue-collar,married,secondary,478,no
3146,38,unemployed,married,primary,363,no
3147,35,self-employed,married,secondary,8883,no
3148,31,technician,single,secondary,1970,no
3149,62,management,married,tertiary,1859,no
3150,32,technician,single,tertiary,1059,no
3151,31,services,married,secondary,388,no
3152,51,blue-collar,divorced,primary,602,no
3153,29,services,single,secondary,0,no
3154,43,blue-collar,married,primary,255,no
3155,36,blue-collar,married,secondary,63,no
3156,34,self-employed,married,primary,712,no
3157,29,services,married,secondary,57,no
3158,57,retired,married,secondary,523,no
3159,43,management,married,tertiary,422,no
3160,33,services,married,secondary,386,no
3161,60,management,married,tertiary,3387,no
3162,51,technician,married,primary,260,no
3163,40,admin.,single,secondary,1,no
3164,51,technician,married,secondary,1490,no
3165,38,services,married,secondary,497,no
3166,35,technician,married,secondary,1707,no
3167,47,technician,married,secondary,826,no
3168,45,blue-collar,married,primary,907,no
3169,40,services,married,secondary,1836,no
3170,29,entrepreneur,single,secondary,404,no
3171,52,management,divorced,tertiary,907,no
3172,26,technician,married,secondary,18,no
3173,31,blue-collar,single,primary,495,no
3174,55,services,married,unknown,1210,no
